"FeatureID","FeatureName","Phase","Category","Vendors","FreeRADIUSDictionary","RFCsAndStandards","Priority","Dependencies","EstimatedComplexity","CurrentImplementationStatus","MissingFunctionality","RequiredBackendWork","RequiredPacketProcessingWork","RequiredPolicyEngineWork","RequiredDatabaseWork","RequiredAPIWork","RequiredUIWork","RequiredTesting","RequiredDocumentation","AcceptanceCriteria","ProductionReadinessCriteria"
"NAS-0011","Proxy loop prevention and attribute policy","Phase 1 - AAA Core","AAA Core","All","All dictionaries","RFC 2865","Critical","NAS-0002;NAS-0010","L","Complete","Software implementation complete; external FreeRADIUS loop drills, vendor hardware, HA, scale, and packet-capture validation is tracked in nas-0011-release-certification-checklist.md.","Implemented config-backed route proxy policy, loop-marker controls, trusted source realms, standard/vendor allow-deny selectors, rewrite rules, API/status/readiness evidence, and dashboard visibility.","Implemented generated FreeRADIUS pre-proxy/post-proxy loop marker rejection, marker insertion, trusted realm checks, standard deny rules, and User-Name rewrite actions for Access and Accounting proxy paths.","Implemented fail-closed route policy matching, max-hop checks, explicit loop marker rejection, route trust enforcement, default drop/reject behavior, and packet-level evaluator coverage.","No new database schema for NAS-0011; policy is deterministic config state and external loop/attribute evidence is captured through API/readiness artifacts.","Added /api/v1/system/proxy-policy, system status embedding, OpenAPI, RBAC, and production readiness evidence.","Added dashboard proxy loop and attribute policy summary with route policy, vendor selector, rewrite, and loop marker status.","Added config validation, packet evaluator, generated FreeRADIUS, API, readiness, authorization, OpenAPI, and generator coverage; external hardware evidence is release certification.","Published radius-proxy-policy.md and nas-0011-release-certification-checklist.md; updated admin API and example config.","All software behavior for Proxy loop prevention and attribute policy passes automated tests; API/UI expose effective state and evidence; external real-device and FreeRADIUS lab proof is not a software completion blocker.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0011 release certification checklist."
"NAS-0012","Durable proxy accounting spool","Phase 1 - AAA Core","AAA Core","All","Standard and vendor accounting dictionaries","RFC 2866","Critical","NAS-0008;NAS-0010","L","Complete","Software implementation complete; external FreeRADIUS, vendor hardware, HA, scale, soak, security, and customer validation is tracked in nas-0012-release-certification-checklist.md.","Implemented bounded durable proxy accounting spool, deterministic record IDs, replay worker, backoff, expiry, poison handling, runtime status, readiness checks, and CI coverage.","Implemented failed Accounting-Request transport and unexpected-response spooling, replay through the production accounting packet sender, payload checksum validation, and fast failure for local packet-construction errors.","Implemented config-backed accounting spool policy with queue depth, attempts, retry, TTL, lock, retention, and upstream-enabled gating.","Persisted durable queue records, attempts, payload checksums, outcomes, retry state, expiry, retention, owner node, and schema migration v19.","Added /api/v1/system/accounting-spool, /api/v1/system/accounting-spool/replay, system status embedding, OpenAPI, RBAC, and production readiness evidence.","Added dashboard durable accounting spool summary and Access Settings controls for queue, retry, replay, and retention policy.","Added config validation, DB lifecycle, enqueue/replay/poison, API, readiness, authorization, OpenAPI, migration, and CI target coverage; external hardware evidence is release certification.","Published radius-accounting-spool.md and nas-0012-release-certification-checklist.md; updated admin API, external AAA mode, and example config.","All software behavior for Durable proxy accounting spool passes automated tests; API/UI expose effective state and evidence; external real-device and FreeRADIUS lab proof is not a software completion blocker.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0012 release certification checklist."
"NAS-0013","Dynamic NAS clients and capability discovery","Phase 1 - AAA Core","NAS Management","All access vendors","All NAS dictionaries","RFC 2865","High","NAS-0002;NAS-0007;NAS-0009","L","Complete","Software implementation complete; external FreeRADIUS, vendor hardware, HA, scale, soak, security, and customer validation is tracked in nas-0013-release-certification-checklist.md.","Implemented dynamic NAS enrollment, inventory summary, capability templates, approval/reject/revoke lifecycle, expiry, event history, and readiness reporting.","Implemented unknown-source discovery evidence and approved-client heartbeat updates while preserving fail-closed packet rejection for unapproved sources.","Implemented enrollment trust token, source-IP binding, TTL, max pending queue, approval-required production posture, per-NAS capability gates, and template validation.","Persisted NAS enrollments, capability templates, events, radius_clients dynamic metadata, indexes, and schema migration v20.","Added /api/v1/nas/enroll and /api/v1/system/nas-clients lifecycle/template endpoints with OpenAPI and RBAC.","Added Access Settings dynamic-client controls, Dashboard lifecycle summary, and RADIUS client lifecycle columns.","Added config, migration, DB lifecycle, capability gate, API, RBAC, OpenAPI, readiness, packet-discovery, and CI target coverage; external hardware evidence is release certification.","Published dynamic-nas-clients.md and nas-0013-release-certification-checklist.md; updated admin API, external AAA mode, example config, and roadmap docs.","All software behavior for Dynamic NAS clients and capability discovery passes automated tests; API/UI expose effective state and evidence; external real-device and FreeRADIUS lab proof is not a software completion blocker.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0013 release certification checklist."
"NAS-0014","RadSec TLS-PSK and credential rotation","Phase 1 - AAA Core","AAA Core","Cisco; Juniper; roaming partners","FreeRADIUS TLS configuration","RFC 6614;RFC 8996;RFC 9765;RFC 9813","High","NAS-0007;NAS-0009","L","Complete","Software implementation complete; external Ubuntu FreeRADIUS TLS-PSK proof, vendor hardware, HA, performance, soak, security, and customer validation are tracked in nas-0014-release-certification-checklist.md.","Implemented outbound RadSec TLS-PSK profile generation, deterministic active-window credential selection, redacted credential reporting, readiness integration, and fail-closed expired rotation behavior.","Handled RadSec proxy transport generation for mTLS and TLS-PSK peers while preserving existing Access, Accounting, Status-Server, proxy, CoA/Disconnect, TLS bounds, and malformed configuration validation paths.","Added PSK identity, secret reference, staged next credential, warning, overlap, and fail-closed rotation policy with no automatic UDP downgrade.","No new database migration required; credential state is configuration-backed and status/readiness/history continue to use existing RadSec and upstream observation paths.","Added /api/v1/system/radsec-credentials, OpenAPI, RBAC, system-status embedding, and production-readiness credential checks.","Added Access Settings TLS-PSK editor fields and Dashboard RadSec credential/rotation status.","Added config validation, generator, credential report, handler, RBAC, OpenAPI, readiness, active rotation, invalid secret, and CI target coverage; external transport proof is release certification.","Updated radsec.md, admin-api.md, external-aaa-product-mode.md, the master roadmap, and nas-0014-release-certification-checklist.md.","All software behavior for RadSec TLS-PSK and credential rotation passes automated tests; API/UI expose effective state and evidence; external FreeRADIUS package, vendor device, HA, scale, soak, security, and customer proof is not a software completion blocker.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0014 release certification checklist."
"NAS-0015","Transport downgrade and routing policy","Phase 1 - AAA Core","AAA Core","All","Standard RADIUS; FreeRADIUS","RFC 2865;RFC 6614","Critical","NAS-0010;NAS-0014","M","Complete","Software implementation complete; external FreeRADIUS package proof, packet captures, vendor hardware, HA, performance, soak, security, and customer validation are tracked in nas-0015-release-certification-checklist.md.","Implemented a config-backed transport downgrade policy with monitor/enforce modes, fail-closed behavior, route transport requirements, mixed UDP/RadSec detection, and production readiness integration.","Handled proxy generation fail-closed behavior before FreeRADIUS config rendering when enforce mode detects mixed transport downgrade risk or required-transport violations.","Added default any/radsec/udp transport intent, explicit mixed-pool approval, route-level exceptions, and no silent fallback on mixed RadSec/UDP pools.","No new database migration required; policy is deterministic configuration state and runtime evidence is exposed through API/status/readiness artifacts.","Added /api/v1/system/transport-policy with OpenAPI, read-only RBAC, system-status embedding, and production-readiness checks.","Added Access Settings global transport-policy controls and Dashboard transport downgrade status with route risk summaries.","Added config validation, effective policy report, generator-blocking, API, RBAC, OpenAPI, readiness, UI, and CI target coverage; external packet and hardware evidence is release certification.","Published radius-transport-policy.md and nas-0015-release-certification-checklist.md; updated admin API, external AAA mode, proxy routing, example config, and roadmap docs.","All software behavior for Transport downgrade and routing policy passes automated tests; API/UI expose effective state and evidence; external FreeRADIUS lab, vendor device, HA, scale, soak, security, and customer proof is not a software completion blocker.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0015 release certification checklist."
"NAS-0016","Upstream outage and local fallback policy","Phase 1 - AAA Core","AAA Core","All","Standard RADIUS","RFC 2865","High","NAS-0010","M","Complete","Software implementation complete; external FreeRADIUS package proof, upstream outage drills, packet captures, vendor hardware, HA, performance, soak, security, and customer validation are tracked in nas-0016-release-certification-checklist.md.","Implemented a config-backed upstream outage fallback policy with monitor/enforce modes, fail-closed behavior, local/LDAP source controls, identity allowlists, outage windows, hashed audit events, API/status/readiness integration, and UI controls.","Handled portal Access fallback after broker auth transport failure while preserving normal RADIUS Access, Accounting, Status-Server, Proxy, CoA/Disconnect, UDP/TLS, and hardened packet behavior from prior AAA-core features.","Added fail-closed fallback policy semantics with user, realm, and role allowlists plus source controls for local and LDAP identities.","Added schema version 21 with radius_fallback_events for hashed identity decisions, outcomes, retention, timestamps, and structured details.","Added /api/v1/system/fallback-policy with OpenAPI, read-only RBAC, system-status embedding, support bundle capture, and production-readiness checks.","Added Access Settings fallback policy controls and Dashboard fallback status with allowlist, outage, and audit summaries.","Added config validation, policy evaluation, DB, API, RBAC, OpenAPI, readiness, support bundle, UI build, and CI target coverage; external outage and hardware evidence is release certification.","Published radius-fallback-policy.md and nas-0016-release-certification-checklist.md; updated admin API, external AAA mode, implementation notes, example config, and roadmap docs.","All software behavior for Upstream outage and local fallback policy passes automated tests; API/UI expose effective state and evidence; no silent fallback or unsupported claim remains in the software path.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0016 release certification checklist."
"NAS-0017","MAC Authentication Bypass workflow","Phase 2 - Authentication","Authentication","Cisco; Aruba; Juniper; Ruckus; Extreme; HP","Cisco; Aruba; Juniper; Ruckus; Extreme; HP","RFC 2865","Critical","NAS-0009;NAS-0013","L","Complete","Software implementation complete; external FreeRADIUS, vendor hardware, HA, performance, soak, security, and customer evidence are tracked in nas-0017-release-certification-checklist.md.","Implemented MAB policy service, endpoint state machine, profile-linked quarantine, endpoint lifecycle, audit summaries, readiness reports, and support-bundle capture.","Implemented RADIUS-like MAB candidate detection, MAC normalization, NAS-Port-Type eligibility, password-policy evaluation, generated FreeRADIUS authorize entries, and packet-shaped API evaluation.","Implemented endpoint states, unknown endpoint deny/guest/quarantine/fail-open policy, monitor/enforce behavior, fail-closed handling, profile risk quarantine, and role/VLAN/ACL/bandwidth/tenant outputs.","Added schema v25 with mab_endpoints and mab_events plus migration repair, endpoint summaries, event summaries, profile lookup, retention, and normalized MAC hashing.","Added /api/v1/system/mab, /api/v1/system/mab/endpoints, /api/v1/system/mab/endpoints/{mac}, /api/v1/system/mab/evaluate, OpenAPI, RBAC, production readiness, system status, and support-bundle integration.","Added Access Settings MAB controls and Dashboard MAB posture card with mode, endpoint counts, unknown policy, fail-closed state, and decision counters.","Added unit, migration, config, DB, evaluator, generator, API, OpenAPI, RBAC, readiness, support-bundle, and CI target coverage; external device labs remain release certification.","Published mac-authentication-bypass.md and nas-0017-release-certification-checklist.md; updated admin API, external AAA, example config, roadmap, Makefile, and CI documentation surfaces.","All software behavior for MAC Authentication Bypass workflow passes automated tests; API/UI expose effective state and evidence; external real-device and FreeRADIUS lab proof is not a software completion blocker.","Software implementation is 100% complete and ready for external validation; production release sign-off still requires the NAS-0017 release certification checklist."
"NAS-0018","Active Directory Kerberos and winbind","Phase 2 - Authentication","Authentication","Microsoft; enterprise switches","Microsoft; standard RADIUS","RFC 4120; RFC 4511; RFC 4515; RFC 2865; RFC 3748","Critical","NAS-0007;NAS-0008;NAS-0009","XL","Complete","Software implementation complete: AD configuration validation, LDAPS lookup, Kerberos kinit verifier, winbind helper verifier, group cache, health checks, audit history, API, UI, readiness, FreeRADIUS generation, tests, docs, and CI are implemented; external domain and hardware evidence is tracked in nas-0018-release-certification-checklist.md.","Implemented active_directory policy, source executable checks, LDAP/Kerberos/winbind verifier selection, password-on-stdin command execution, isolated Kerberos credential caches, group-to-role mapping, source failover integration, and portal auth integration.","Implemented FreeRADIUS LDAP module generation from AD settings and mschap ntlm_auth generation for winbind-backed PEAP/MSCHAPv2; TEAP and machine/user correlation remain in later roadmap items.","Added fail-closed enforce/monitor behavior, deterministic active-directory source eligibility, group-role mappings, credential-cache integration, and no silent success when the source is not executable.","Added schema v24 active_directory_events, active_directory_group_cache, and active_directory_health_checks with bounded retention and hashed identity/principal storage.","Added /api/v1/system/active-directory, /api/v1/system/active-directory/check, system status identity.active_directory, production readiness active_directory_identity, OpenAPI, RBAC, and support bundle capture.","Added Access Settings controls for AD, Kerberos, winbind, and group mappings plus dashboard runtime status.","Unit/integration coverage added for config validation, verifier behavior, Kerberos cache isolation, DB summaries, failover plan, portal AD source routing/cache, admin API, readiness, support bundles, OpenAPI, and FreeRADIUS LDAP/MSCHAP generation; make test-active-directory is wired into CI.","Added active-directory-kerberos-winbind guide, external AAA test drill, admin API docs, example config, roadmap checkbox, and NAS-0018 release certification checklist.","Software acceptance complete; external Microsoft AD, Samba/winbind, FreeRADIUS-on-Linux, AP/controller, HA, performance, soak, security, and customer evidence is tracked in nas-0018-release-certification-checklist.md.","Release certification requires live domain join validation, Kerberos and winbind drills, packet captures, real supplicant/AP/controller testing, HA validation, performance/soak, security review, and customer acceptance evidence."
"NAS-0019","Identity-source HA and deterministic failover","Phase 2 - Authentication","Authentication","All","Standard RADIUS","No direct RFC; internal architecture and applicable product/security standards","High","NAS-0008;NAS-0018","L","Complete","Software implementation complete: deterministic source order, circuit breaker, stale credential cache, split-result policy, audit history, API, UI, status, readiness, tests, and docs are implemented.","Implemented identity failover policy, source plan, audit report, circuit state, credential cache, and portal fallback integration.","Portal PAP fallback now records source decisions; EAP-specific identity routing remains in later EAP roadmap items.","Added method eligibility, deterministic source precedence, split-result denial, circuit-open skip in enforce mode, and stale-cache recovery when explicitly enabled.","Added identity_source_events and identity_source_cache schema and data-access APIs.","Added /api/v1/system/identity-failover, system status, production readiness, OpenAPI, support bundle capture, and config settings.","Added Access Settings controls and dashboard runtime card.","Unit/integration coverage added for config validation, DB cache/event/circuit behavior, identity reports, portal fallback auditing, API, and readiness.","Added identity-source-failover guide and NAS-0019 release certification checklist.","Software acceptance complete; external LDAP/AD/controller/HA/performance evidence is tracked in nas-0019-release-certification-checklist.md.","Release certification requires real directory failover drills, HA validation, performance/soak, security review, and customer acceptance evidence."
"NAS-0020","OTP and RADIUS challenge MFA","Phase 2 - Authentication","Authentication","All VPN; firewall; admin vendors","Cisco-ASA; VPN3000; Fortinet; PaloAlto; Microsoft","RFC 2865; RFC 4226; RFC 6238","High","NAS-0009;NAS-0018","L","Complete","Software implementation complete; external FreeRADIUS, VPN/firewall, HA, performance, soak, security, and customer validation evidence is tracked in nas-0020-release-certification-checklist.md.","Implemented config-backed MFA policy, encrypted TOTP enrollment, recovery-code lifecycle, challenge state, audit history, reports, and portal step-up integration.","Implemented RADIUS Access-Challenge awareness in the broker client, preserved RFC 2865 State as opaque base64url, and replayed State with second-step OTP requests; EAP-specific method chaining remains in later EAP roadmap items.","Implemented role/realm step-up eligibility, admin step-up, monitor/enforce mode, fail-closed behavior, bounded attempts, and no silent fallback for enforced MFA.","Added mfa_totp_secrets, mfa_recovery_codes, mfa_challenges, and mfa_events schema v23 with repair migration and hashed identity storage.","Added /api/v1/system/mfa, enrollment, verification, recovery-code rotation, system status, production readiness, OpenAPI, RBAC, and support bundle capture.","Added Access Settings controls and dashboard MFA runtime card; captive portal renders OTP challenge state without exposing first-factor credentials.","Unit/integration coverage added for RFC TOTP vectors, encrypted enrollment, recovery-code consumption, challenge state, config validation, broker Access-Challenge parsing, portal step-up, API, readiness, OpenAPI, and support bundles.","Added mfa-radius-challenge guide and NAS-0020 release certification checklist; admin API, external AAA, example config, CI, and roadmap docs updated.","Software acceptance complete; external FreeRADIUS/vendor/HA/performance/soak/security evidence is tracked in nas-0020-release-certification-checklist.md.","Release certification requires production sealing-key custody, real RADIUS challenge packet captures, VPN/firewall/AP interoperability, HA validation, performance/soak, security review, and customer acceptance evidence."
"NAS-0021","WebAuthn/passkey administrative MFA","Phase 2 - Authentication","Authentication","All","N/A","WebAuthn Level 2","High","NAS-0020","L","Complete","Software implementation complete; external browser, authenticator, SSO provider, HA, security, performance, and customer validation evidence is tracked in nas-0021-release-certification-checklist.md.","Implemented config validation, runtime policy, credential lifecycle, challenge ceremonies, audit history, status reports, readiness checks, and support-bundle evidence.","Implemented WebAuthn registration and authentication ceremony verification, including client data, challenge binding, origin, RP ID hash, user presence, user verification, ES256/RS256 signatures, and replay counters; RADIUS/EAP method chaining remains in later EAP roadmap items.","Implemented privileged admin role eligibility, token-login step-up, OIDC/SAML step-up, fail-closed enforcement, monitor allowance, break-glass readiness degradation, and no silent bearer-token bypass in enforce mode.","Added admin_webauthn_credentials, admin_webauthn_challenges, and admin_webauthn_events schema v26 with hashed identifiers, bounded challenge state, credential revocation, and audit retention.","Added /api/v1/system/webauthn, registration, login challenge, login finish, system status, production readiness, OpenAPI, RBAC, and support bundle capture.","Added login passkey step-up, Admin Access enrollment/revocation, Access Settings policy controls, and dashboard runtime status.","Unit/integration coverage added for config validation, migrations, WebAuthn registration/assertion ceremony vectors, replay rejection, API, middleware enforcement, RBAC, readiness, OpenAPI, support bundles, and CI target wiring.","Added admin-webauthn-passkeys guide and NAS-0021 release certification checklist; admin API, external AAA, example config, roadmap, backlog, and CI docs updated.","Software acceptance complete; external browser/authenticator/SSO/HA/performance/soak/security evidence is tracked in nas-0021-release-certification-checklist.md.","Release certification requires production HTTPS origin validation, real authenticators and browsers, SSO provider drills, HA failover, load/abuse tests, security review, and customer acceptance evidence."
"NAS-0022","Extensible EAP method framework","Phase 2 - Authentication","Authentication","All 802.1X vendors","FreeRADIUS; Microsoft; WiFi-Alliance","RFC 3748; RFC 5216; RFC 5281; RFC 7170; RFC 4851; RFC 5931; RFC 4186; RFC 4187; RFC 5448","Critical","NAS-0002;NAS-0009","XL","Complete","Software implementation complete; external FreeRADIUS, supplicant, AP/controller, HA, performance, packet-capture, and customer validation evidence is tracked in nas-0022-release-certification-checklist.md.","Implemented typed EAP framework policy, method catalog, identity-source bindings, vendor compatibility profile model, runtime report, health/readiness checks, and support-bundle evidence.","Integrated method evaluation for PEAP, TTLS, TLS, inner methods, Message-Authenticator presence, certificate requirements, unsupported methods, monitor/enforce behavior, and fail-closed FreeRADIUS generation; TEAP/FAST/PWD/SIM/AKA engines remain in later roadmap items.","Implemented allowed-method policy, identity binding requirements, unsupported method action, telemetry mode, generated-versus-planned method separation, and no silent promotion of cataloged future methods.","Added eap_method_events schema v27 with hashed user and calling-station identifiers, method decisions, packet evidence flags, policy mode, bounded retention, and summaries.","Added /api/v1/system/eap-framework, /api/v1/system/eap-framework/evaluate, system status, production readiness, OpenAPI, RBAC, and support bundle capture.","Added Access Settings controls for framework policy and Dashboard runtime status for methods, blockers, integrity mode, and recent decisions.","Unit/integration coverage added for config validation, EAP catalog/evaluation, DB event summaries/retention, FreeRADIUS generation/fail-closed blocking, API, readiness, OpenAPI, RBAC, support bundles, and CI target wiring.","Added eap-method-framework guide and NAS-0022 release certification checklist; admin API, external AAA, example config, roadmap, backlog, and CI docs updated.","Software acceptance complete; external FreeRADIUS/supplicant/AP/controller/HA/performance/soak/security evidence is tracked in nas-0022-release-certification-checklist.md.","Release certification requires production FreeRADIUS validation, real supplicant and AP/controller tests, packet captures, HA failover, load/fragmentation/malformed tests, security review, and customer acceptance evidence."
