Vendor,PEN,Attribute,Number,OID,Type,EnumeratedValues,CapabilityFamily,Status,Pack,Semantic,Direction,Functionality
USR,429,USR-X25-SVC-Call-Attributes,39068,,integer,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-X25-SVC-Call-Attributes."
USR,429,USR-Init-Reg-Server-Addr,39069,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Init-Reg-Server-Addr; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Re-Reg-Server-Addr,39070,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Re-Reg-Server-Addr; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Bytes-TX-Remain,39071,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Bytes-TX-Remain; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Bytes-RX-Remain,39072,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Bytes-RX-Remain; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Session-Time-Remain,39073,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by USR-Session-Time-Remain."
USR,429,USR-Pre-Paid-Enabled,39074,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Pre-Paid-Enabled; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Reg-Server-Prov-Timeout,39075,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Reg-Server-Prov-Timeout; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Redirect,39076,,integer,,Captive portal/hotspot/guest,missing,,,,"Vendor redirect, portal, hotspot, walled-garden, or guest lifecycle state carried by USR-Redirect."
USR,429,USR-VLAN-Tag,39077,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-VLAN-Tag; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Rad-IP-Pool-Definition,39078,,string,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by USR-Rad-IP-Pool-Definition."
USR,429,USR-Rad-NMC-Call-Progress-Status,39079,,integer,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Rad-NMC-Call-Progress-Status."
USR,429,USR-Rad-NMC-Blocks_RX,39080,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Rad-NMC-Blocks_RX; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-IDS0-Call-Type,48719,,integer,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-IDS0-Call-Type."
USR,429,USR-Call-Terminate-in-GMT,48720,,date,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by USR-Call-Terminate-in-GMT."
USR,429,USR-Call-Connect-in-GMT,48721,,date,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Call-Connect-in-GMT."
USR,429,USR-Call-Arrival-in-GMT,48722,,date,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Call-Arrival-in-GMT."
USR,429,USR-Channel-Connected-To,48733,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Channel-Connected-To; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Slot-Connected-To,48734,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Slot-Connected-To; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Device-Connected-To,48735,,integer,3,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by USR-Device-Connected-To."
USR,429,USR-NFAS-ID,48736,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-NFAS-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Q931-Call-Reference-Value,48737,,integer,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Q931-Call-Reference-Value."
USR,429,USR-Call-Event-Code,48738,,integer,32,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Call-Event-Code."
USR,429,USR-DS0,48739,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-DS0; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-DS0s,48740,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-DS0s; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Gateway-IP-Address,48742,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by USR-Gateway-IP-Address."
USR,429,USR-Physical-State,48759,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Physical-State; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Call-Reference-Number,48765,,integer,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Call-Reference-Number."
USR,429,USR-Chassis-Temp-Threshold,48772,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Chassis-Temp-Threshold; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Card-Type,48773,,integer,66,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Card-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Security-Login-Limit,48862,,integer,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by USR-Security-Login-Limit."
USR,429,USR-Security-Resp-Limit,48890,,integer,,Security/VPN/posture,missing,,,,"Vendor security, VPN, certificate, crypto, or endpoint posture state carried by USR-Security-Resp-Limit."
USR,429,USR-Packet-Bus-Session,48916,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by USR-Packet-Bus-Session."
USR,429,USR-DTE-Ring-No-Answer-Limit,48919,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-DTE-Ring-No-Answer-Limit; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Final-Rx-Link-Data-Rate,48940,,integer,54,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by USR-Final-Rx-Link-Data-Rate."
USR,429,USR-Initial-Rx-Link-Data-Rate,48941,,integer,54,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by USR-Initial-Rx-Link-Data-Rate."
USR,429,USR-Event-Date-Time,48943,,date,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Event-Date-Time; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Chassis-Temperature,48945,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Chassis-Temperature; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Actual-Voltage,48946,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Actual-Voltage; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Expected-Voltage,48947,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Expected-Voltage; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Power-Supply-Number,48948,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Power-Supply-Number; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Channel,48952,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Channel; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Chassis-Slot,48953,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Chassis-Slot; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Event-Id,49086,,integer,101,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Event-Id; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Number-of-Rings-Limit,49126,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Number-of-Rings-Limit; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Connect-Time-Limit,49127,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Connect-Time-Limit; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Call-End-Date-Time,49142,,date,,Voice/telephony,missing,,,,"Vendor voice, SIP/H.323, call, codec, or telephony state carried by USR-Call-End-Date-Time."
USR,429,USR-Call-Start-Date-Time,49143,,date,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by USR-Call-Start-Date-Time."
USR,429,USR-Server-Time,61440,,date,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Server-Time; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-Request-Type,61441,,integer,20,Vendor-specific/other,missing,,,,"Vendor-defined state carried by USR-Request-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
USR,429,USR-NAS-Type,61442,,integer,8,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by USR-NAS-Type."
USR,429,USR-Auth-Mode,61443,,integer,10,Authentication,missing,,,,"Vendor authentication, credential, or method state carried by USR-Auth-Mode; exact acceptance semantics require the vendor specification."
UTStarcom,7064,UTStarcom-VLAN-ID,140,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-VLAN-ID; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-CommittedBandwidth,142,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by UTStarcom-CommittedBandwidth."
UTStarcom,7064,UTStarcom-MaxBandwidth,143,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by UTStarcom-MaxBandwidth."
UTStarcom,7064,UTStarcom-Priority,145,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by UTStarcom-Priority."
UTStarcom,7064,UTStarcom-Error-Reason,147,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-Error-Reason; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-PrimaryDNS,152,,integer,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by UTStarcom-PrimaryDNS."
UTStarcom,7064,UTStarcom-SecondaryDNS,153,,integer,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by UTStarcom-SecondaryDNS."
UTStarcom,7064,UTStarcom-MaxBurstSize,161,,integer,,Bandwidth/QoS,missing,,,,"Vendor rate, queue, priority, burst, policer, or QoS control carried by UTStarcom-MaxBurstSize."
UTStarcom,7064,UTStarcom-MaxDelay,162,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-MaxDelay; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-MaxJitter,163,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-MaxJitter; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-DeviceId,165,,string,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by UTStarcom-DeviceId."
UTStarcom,7064,UTStarcom-Module-Id,166,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-Module-Id; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-Port-No,167,,integer,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by UTStarcom-Port-No."
UTStarcom,7064,UTStarcom-Logical-Port-No,168,,integer,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by UTStarcom-Logical-Port-No."
UTStarcom,7064,UTStarcom-UNI-MAX-MAC,169,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-UNI-MAX-MAC; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-Default-Gateway,170,,integer,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by UTStarcom-Default-Gateway."
UTStarcom,7064,UTStarcom-CLI-Access-Level,171,,integer,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by UTStarcom-CLI-Access-Level."
UTStarcom,7064,UTStarcom-Act-Input-Octets,180,,string,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by UTStarcom-Act-Input-Octets."
UTStarcom,7064,UTStarcom-Act-Output-Octets,181,,string,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by UTStarcom-Act-Output-Octets."
UTStarcom,7064,UTStarcom-Act-Input-Frames,182,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-Act-Input-Frames; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-Act-Output-Frames,183,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-Act-Output-Frames; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-Onu-MC-Filter-Enable,184,,integer,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by UTStarcom-Onu-MC-Filter-Enable."
UTStarcom,7064,UTStarcom-UNI-Auto-Negotiation,185,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-UNI-Auto-Negotiation; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-UNI-Speed,186,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-UNI-Speed; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-UNI-Duplex,187,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-UNI-Duplex; the dictionary supplies wire metadata, not a complete behavioral specification."
UTStarcom,7064,UTStarcom-ONU-Admin_status,188,,integer,,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by UTStarcom-ONU-Admin_status."
UTStarcom,7064,UTStarcom-ONU-FW-SC-Upgrade,189,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UTStarcom-ONU-FW-SC-Upgrade; the dictionary supplies wire metadata, not a complete behavioral specification."
ValemountNetworks,16313,VNC-PPPoE-CBQ-RX,1,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VNC-PPPoE-CBQ-RX."
ValemountNetworks,16313,VNC-PPPoE-CBQ-TX,2,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VNC-PPPoE-CBQ-TX."
ValemountNetworks,16313,VNC-PPPoE-CBQ-RX-Fallback,3,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VNC-PPPoE-CBQ-RX-Fallback."
ValemountNetworks,16313,VNC-PPPoE-CBQ-TX-Fallback,4,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VNC-PPPoE-CBQ-TX-Fallback."
ValemountNetworks,16313,VNC-Splash,10,,integer,2,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VNC-Splash; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-Policing-Profile,1,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-Policing-Profile; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-Service-Profile,2,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by VasExperts-Service-Profile."
VasExperts,43823,VasExperts-Enable-Service,3,,string,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by VasExperts-Enable-Service."
VasExperts,43823,VasExperts-Multi-IP-User,4,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-Multi-IP-User; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-UserName,5,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-UserName; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-Service-Type,6,,integer,8,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by VasExperts-Service-Type."
VasExperts,43823,VasExperts-Restrict-User,7,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-Restrict-User; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-Enable-Interconnect,8,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-Enable-Interconnect; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-OutVLAN,9,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-OutVLAN; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-Command-Code,10,,integer,1,NAS/device management,missing,,,,"Vendor NAS administration, command, interface, port, or device-management state carried by VasExperts-Command-Code."
VasExperts,43823,VasExperts-OutMAC,11,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-OutMAC; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-Acct-Traffic-Class-Name,16,,string,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by VasExperts-Acct-Traffic-Class-Name."
VasExperts,43823,VasExperts-Acct-Traffic-Class-Input-Octets,17,,integer64,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by VasExperts-Acct-Traffic-Class-Input-Octets."
VasExperts,43823,VasExperts-Acct-Traffic-Class-Output-Octets,18,,integer64,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by VasExperts-Acct-Traffic-Class-Output-Octets."
VasExperts,43823,VasExperts-Acct-Traffic-Class-Input-Packets,19,,integer64,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by VasExperts-Acct-Traffic-Class-Input-Packets."
VasExperts,43823,VasExperts-Acct-Traffic-Class-Output-Packets,20,,integer64,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by VasExperts-Acct-Traffic-Class-Output-Packets."
VasExperts,43823,VasExperts-NAT-IP,21,,ipaddr,,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by VasExperts-NAT-IP."
VasExperts,43823,VasExperts-DHCP-Hostname,32,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Hostname."
VasExperts,43823,VasExperts-DHCP-ClientId,33,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-ClientId."
VasExperts,43823,VasExperts-DHCP-ClassId,34,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-ClassId."
VasExperts,43823,VasExperts-DHCP-RelayInfo,35,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-RelayInfo."
VasExperts,43823,VasExperts-DHCP-ClientIP,36,,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-ClientIP."
VasExperts,43823,VasExperts-DHCP-Request,37,,integer,3,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Request."
VasExperts,43823,VasExperts-DHCP-RelayRemoteId,38,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-RelayRemoteId."
VasExperts,43823,VasExperts-DHCP-RelayCircuitId,39,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-RelayCircuitId."
VasExperts,43823,VasExperts-DHCP-Option,40,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option."
VasExperts,43823,VasExperts-DHCP-DNS,41,,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-DNS."
VasExperts,43823,VasExperts-DHCP-Gateway,42,,ipaddr,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Gateway."
VasExperts,43823,VasExperts-BOOTP-SName,43,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-BOOTP-SName; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-BOOTP-File,44,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-BOOTP-File; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-DHCP-Option-IP,45,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option-IP."
VasExperts,43823,VasExperts-DHCP-Option-Num,46,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option-Num."
VasExperts,43823,VasExperts-DHCP-Option-String,47,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option-String."
VasExperts,43823,VasExperts-DHCP-Option-Bin,48,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option-Bin."
VasExperts,43823,VasExperts-ARP-SourceIP,60,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-ARP-SourceIP; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-ARP-TargetIP,61,,ipaddr,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by VasExperts-ARP-TargetIP; the dictionary supplies wire metadata, not a complete behavioral specification."
VasExperts,43823,VasExperts-DHCPv6-Request,70,,integer,4,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCPv6-Request."
VasExperts,43823,VasExperts-DHCPv6-UserClass,71,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCPv6-UserClass."
VasExperts,43823,VasExperts-DHCPv6-VendorClass,72,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCPv6-VendorClass."
VasExperts,43823,VasExperts-DHCPv6-RemoteId,73,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCPv6-RemoteId."
VasExperts,43823,VasExperts-DHCPv6-SubsId,74,,octets,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCPv6-SubsId."
VasExperts,43823,VasExperts-DHCPv6-Delegated,75,,integer,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCPv6-Delegated."
VasExperts,43823,VasExperts-DHCP-Option-IPv6,80,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option-IPv6."
VasExperts,43823,VasExperts-DHCP-Option-IPv6-Prefix,81,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP-Option-IPv6-Prefix."
VasExperts,43823,VasExperts-DHCP6-Option-Num,82,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP6-Option-Num."
VasExperts,43823,VasExperts-DHCP6-Option-String,83,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP6-Option-String."
VasExperts,43823,VasExperts-DHCP6-Option-Bin,84,,string,,ISP/broadband/subscriber,missing,,,,"Vendor broadband access, PPP/PPPoE, DHCP, BNG/BRAS, or subscriber state carried by VasExperts-DHCP6-Option-Bin."
VerizonWireless,12951,Acct-Interim-Record-Number,200,,integer,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Acct-Interim-Record-Number."
VerizonWireless,12951,UE-Info-Type,201,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UE-Info-Type; the dictionary supplies wire metadata, not a complete behavioral specification."
VerizonWireless,12951,UE-Info-Value,202,,string,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by UE-Info-Value; the dictionary supplies wire metadata, not a complete behavioral specification."
VerizonWireless,12951,Dynamic-Address-Flag,203,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Dynamic-Address-Flag; the dictionary supplies wire metadata, not a complete behavioral specification."
VerizonWireless,12951,Local-Seq-Number,204,,integer,,Vendor-specific/other,missing,,,,"Vendor-defined state carried by Local-Seq-Number; the dictionary supplies wire metadata, not a complete behavioral specification."
VerizonWireless,12951,Time-First-Usage,205,,date,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Time-First-Usage."
VerizonWireless,12951,Time-Last-Usage,206,,date,,Accounting/session,missing,,,,"Vendor session lifecycle, usage, counter, or termination telemetry carried by Time-Last-Usage."
VerizonWireless,12951,Charging-Group-ID,207,,string,,Mobile/core/charging,missing,,,,"Vendor mobile-core, APN/PDP, roaming, or charging state carried by Charging-Group-ID."
VerizonWireless,12951,Service-Data-Container-Bin,210,,octets,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Service-Data-Container-Bin."
VerizonWireless,12951,Service-Data-Container,211,,tlv,,Authorization/policy,missing,,,,"Vendor role, privilege, service, group, or policy selection carried by Service-Data-Container."
Versanet,2180,Versanet-Termination-Cause,1,,integer,22,IP addressing/routing,missing,,,,"Vendor IP address, pool, prefix, route, gateway, NAT, or DNS state carried by Versanet-Termination-Cause."
